forlag_id;Original tittel;Internasjonal tittel;ISBN-prefiks;Land;Nivå 2023;Nivå 2022;Nivå 2021;Nivå 2020;Nivå 2019;Nivå 2018;Nivå 2017;Nivå 2016;Nivå 2015;Nivå 2014;Nivå 2013;Nivå 2012;Nivå 2011;Nivå 2010;Nivå 2009;Nivå 2008;Nivå 2007;Nivå 2006;Nivå 2005;Nivå 2004;URL;Sist oppdatert
"24657";"Calwer Verlag";"Calwer Verlag";"";"Tyskland";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"http://www.calwer.com";"2022-08-04 14:46:30"
"20429";"Cambria Press";"Cambria Press";"";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"http://www.cambriapress.com/";"2022-08-04 14:46:30"
"22892";"Cambridge Academic";"Cambridge Academic";"";"Storbritannia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"http://www.cambridgeacademic.com/";"2022-08-04 14:46:30"
"19631";"Cambridge Scholars Publishing";"Cambridge Scholars Publishing";"978-1-4438, 978-1-5275";"Storbritannia";"";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"";"https://www.cambridgescholars.com/";"2022-08-04 14:37:49"
"18118";"Cambridge University Press";"Cambridge University Press";"978-0-511, 978-0-521, 978-1-107, 978-1-316";"Storbritannia";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"http://www.cambridge.org";"2022-08-04 15:22:41"
"26596";"Cambridges Institutes Press";"Cambridges Institutes Press";"978-0-9910428";"Storbritannia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"http://acansrs.org/camb-press.html";"2022-08-04 14:46:30"
"18829";"Camden House";"Camden House";"978-1-57113, 978-1-879751";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"http://www.camden-house.com";"2022-08-04 14:46:30"
"13299";"Cammermeyer A. Forlag";"Cammermeyer A. Forlag";"";"Norge";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"2022-08-04 14:46:30"
"19125";"Campisano editore";"Campisano editore";"978-88-88168";"Italia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://www.campisanoeditore.it";"2022-08-04 14:46:30"
"18119";"Campo das Letras";"Campo das Letras";"978-972-610, 978-972-8146, 978-989-625";"Portugal";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"http://www.campo-letras.pt/";"2022-08-04 14:46:30"
"19252";"Campus Verlag";"Campus Verlag";"978-3-593";"Tyskland";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"http://www.campus.de/";"2022-08-04 14:37:49"
"18120";"Canadian Conservation Institute";"Canadian Conservation Institute";"978-0-662";"Canada";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"18846";"Canadian Consortium on Human Security";"Canadian Consortium on Human Security";"";"Canada";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://www.humansecurity.info/CCHS_web/Home/en/";"2022-08-04 14:46:30"
"25703";"Canadian Human-Computer Communications Society";"Canadian Human-Computer Communications Society";"";"Canada";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"http://www.cs.ubc.ca/~ksbooth/gi/archive/home.html";"2022-08-04 14:46:30"
"19275";"Canadian Institute of Mining, Metallurgy and Petroleum";"Canadian Institute of Mining, Metallurgy and Petroleum";"978-1-89447";"Canada";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"http://www.cim.org";"2022-08-04 14:46:30"
"18780";"Canadian Institute Society for the Study of Names";"Canadian Institute Society for the Study of Names";"";"Canada";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"24009";"Canadian Music Educators' Association";"Canadian Music Educators' Association";"";"Canada";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"http://www.cmea.ca";"2022-08-04 14:46:30"
"19162";"Canadian Physiotherapy Association (CPA)";"Canadian Physiotherapy Association (CPA)";"";"Canada";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"21424";"Canadian Scholars' Press Inc.";"Canadian Scholars' Press Inc.";"";"Canada";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"http://www.cspi.org";"2022-08-04 14:46:30"
"18744";"Canadian Society for Eighteenth-Century Studies";"Canadian Society for Eighteenth-Century Studies";"";"Canada";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://www.c18.org/scedhs-csecs/csecs.lumen.html";"2022-08-04 14:46:30"
"18816";"Canadian Society for Italian Studies";"Canadian Society for Italian Studies";"";"Canada";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"19498";"Canadian Society for Pharmaceutical Sciences";"Canadian Society for Pharmaceutical Sciences";"";"Canada";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"18121";"Cappelen Damm Akademisk";"Cappelen Damm Akademisk";"978-82-02, 978-82-456";"Norge";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"http://www.cappelendammakademisk.no/akademisk/index.action";"2022-08-04 15:22:41"
"21393";"Cappelen Damm AS";"Cappelen Damm AS";"";"Norge";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"";"";"";"";"http://www.cappelendamm.no";"2022-08-04 14:37:49"
"18227";"Cappelen Damm Høyskoleforlaget";"Cappelen Damm Høyskoleforlaget";"978-82-7634";"Norge";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"http://www.hoyskoleforlaget.no/";"2022-08-04 14:46:30"
"6494";"Cappelen forlag";"Cappelen forlag";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"2022-08-04 14:46:30"
"19858";"Captus Press Inc.";"Captus Press Inc.";"978-1-55322";"Canada";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"http://www.captus.com/";"2022-08-04 14:46:30"
"20802";"Carabela";"Carabela";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"http://www.ub.es/filhis/culturele/carabela.html";"2022-08-04 14:46:30"
"19406";"Cardiological Society of India";"Cardiological Society of India";"";"India";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"18123";"Carfax Publishing";"Carfax Publishing";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"2020-05-12 23:03:46"
"19482";"Carl Hanser Verlag GmbH";"Carl Hanser Verlag GmbH";"";"Tyskland";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"2022-08-04 14:46:30"
"18124";"Carl Heymanns Verlag";"Carl Heymanns Verlag";"978-3-452";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"26548";"Carlsson Bokförlag";"Carlsson Bokförlag";"978-91-7203";"Sverige";"";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"http://www.carlssonbokforlag.se/";"2022-08-04 14:46:30"
"18661";"Carnegie Publishing Ltd.";"Carnegie Publishing Ltd.";"978-1-85936";"Storbritannia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://www.carnegiepub.co.uk/";"2022-08-04 14:46:30"
"20172";"Carocci editore";"Carocci editore";"";"Italia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"http://www.carocci.it";"2022-08-04 14:37:49"
"23155";"Carolina Academic Press";"Carolina Academic Press";"";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"http://www.cap-press.com";"2022-08-04 15:22:41"
"25289";"Carysfort Press";"Carysfort Press";"";"Irland";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"http://www.carysfortpress.com/";"2022-08-04 14:46:30"
"25784";"CAS - Research group in Complex Matter Science";"CAS - Research group in Complex Matter Science";"";"Norge";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"http://www.cas.uio.no/research/1112complexmatter/workshops/index.php";"2022-08-04 14:46:30"
"26728";"Ediciones de la Casa de Velázquez";"Casa de Velazquez Editions";"978-84-909";"Frankrike";"";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"https://www.casadevelazquez.org/en/publications/online-bookshop/";"2022-08-04 14:46:30"
"22620";"Casa Verde Publishing";"Casa Verde Publishing";"";"Taiwan";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"http://www.cv-pub.com";"2022-08-04 14:46:30"
"22761";"CASAS The Centre for Advanced Study of African Society";"CASAS The Centre for Advanced Study of African Society";"";"Sør-Afrika";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"http://www.casas.co.za";"2022-08-04 14:46:30"
"25412";"Cascade Books";"Cascade Books";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"https://wipfandstock.com/search-results-grid/?imprint=cascade-books";"2022-08-04 14:46:30"
"19181";"Cascades";"Cascades";"";"Sør-Afrika";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"22601";"Cascadilla Press";"Cascadilla Press";"";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"http://www.cascadilla.com/index.html";"2022-08-04 14:37:49"
"18126";"Caspar Forlag";"Caspar Forlag";"978-82-90898";"Norge";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"http://www.caspar.no/";"2022-08-04 14:46:30"
"26627";"CaTaC, Culture, Technology, and Communication";"CaTaC, Culture, Technology, and Communication";"978-82-999770";"Internasjonal";"";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"http://www.catacconference.org";"2022-08-04 14:46:30"
"18828";"Catholic Record Society";"Catholic Record Society";"";"Storbritannia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"18127";"Catholic University of America Press";"Catholic University of America Press";"978-0-8132";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"20236";"CCI Press";"CCI Press";"978-1-896445-";"Canada";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"http://www.uofaweb.ualberta.ca/polar/index.cfm";"2022-08-04 14:46:30"
"26673";"CEAS Reprint Series for Rare and Out of Print Publication";"CEAS Reprint Series for Rare and Out of Print Publication";"978-0-9912509";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"http://ttp://elischolar.library.yale.edu/ceas_reprint_series/";"2022-08-04 14:46:30"
"19110";"CEDAM";"CEDAM";"978-88-13";"Italia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"http://www.cedam.com/";"2022-08-04 14:46:30"
"26495";"Center for Applied Ethics and Philosophy, Hokkaido University";"Center for Applied Ethics and Philosophy, Hokkaido University";"978-4-9904046";"Japan";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"http://ethics.let.hokudai.ac.jp/en/center.html";"2022-08-04 14:46:30"
"19083";"Center for International Business Education";"Center for International Business Education";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"22809";"Center for International Forestry Research (CIFOR)";"Center for International Forestry Research (CIFOR)";"";"Indonesia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"http://www.cifor.cgiar.org/Publications/Books/";"2022-08-04 14:46:30"
"18708";"Center for Medieval and Early Renaissance Studies";"Center for Medieval and Early Renaissance Studies";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"http://www.binghamton.edu/";"2022-08-04 14:46:30"
"19173";"Center for the Study of Balkan Societies and Cultures";"Center for the Study of Balkan Societies and Cultures";"";"Østerrike";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://www-gewi.kfunigraz.ac.at/csbsc/";"2022-08-04 14:46:30"
"25142";"Central China Normal University Press";"Central China Normal University Press";"";"Kina";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"http://press.ccnu.edu.cn/Default.aspx";"2022-08-04 14:46:30"
"26560";"Srednja Europa";"Central Europe";"978-953-6979";"Kroatia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"http://srednja-europa.hr/o-nama/";"2022-08-04 14:46:30"
"18128";"Central European University Press";"Central European University Press";"978-1-85866";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"25368";"Centre d’information et de recherche sur l’Allemagne contemporaine";"Centre d’information et de recherche sur l’Allemagne contemporaine";"";"Frankrike";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"http://www.france-allemagne.fr/Centre-d-information-et-de,1473.html";"2022-08-04 14:46:30"
"20625";"Centre d'Études du XIXe siècle Joseph Sable";"Centre d'Études du XIXe siècle Joseph Sable";"";"Canada";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"http://www.chass.utoronto.ca/french/sable/";"2022-08-04 14:46:30"
"18851";"Centre d'Etudes Irlandaises, Université Rennes 2";"Centre d'Etudes Irlandaises, Université Rennes 2";"";"Frankrike";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://www.uhb.fr/langues/cei/welcome.htm";"2022-08-04 14:46:30"
"24020";"Centre d'Etudes Linguistiques";"Centre d'Etudes Linguistiques";"";"Frankrike";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"http://facdeslangues.univ-lyon3.fr/recherche/centres/cel/publications/";"2022-08-04 14:46:30"
"19584";"Centre for Bioethics";"Centre for Bioethics";"";"Canada";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"24037";"Centre for Concurrent Enterprise, Nottingham University Business School";"Centre for Concurrent Enterprise, Nottingham University Business School";"";"Storbritannia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"http://www.isl21.net/index.php";"2022-08-04 14:46:30"
"26466";"Centre for Consumer Science";"Centre for Consumer Science";"978-91-974642";"Sverige";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"http://www.cfk.handels.gu.se/english";"2022-08-04 14:46:30"
"25830";"Centre for Consumer Science, School of Business, Economics and Law at University of Gothenburg";"Centre for Consumer Science, School of Business, Economics and Law at University of Gothenburg";"";"Sveits";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"http://www.cfk.gu.se/";"2022-08-04 14:46:30"
"18771";"Centre for Irish Studies";"Centre for Irish Studies";"";"Danmark";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"25348";"Centre for Languages and Literature";"Centre for Languages and Literature";"";"Sverige";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"http://project.sol.lu.se/css/acta-series/";"2022-08-04 14:46:30"
"25638";"Centre for Research in Rural and Industrial Development (CRRID)";"Centre for Research in Rural and Industrial Development (CRRID)";"";"India";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"http://www.crrid.res.in/";"2022-08-04 14:46:30"
"18972";"Centre for the Study of Communication and Culture (CSCC)";"Centre for the Study of Communication and Culture (CSCC)";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"26767";"Centrum pro studium demokracie a kultury (CDK)";"Centre for the Study of Democracy and Culture (CDK)";"978-80-7325";"Tsjekkia";"";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.cdk.cz";"2022-08-04 14:46:30"
"26550";"Centre international de phonetique appliquee";"Centre international de phonetique appliquee";"978-2-930200";"Belgia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"http://hosting.umons.ac.be/html/cipa/index.htm";"2022-08-04 14:46:30"
"23479";"Centre Jean Bérard";"Centre Jean Bérard";"";"Frankrike";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"http://www.centre-jean-berard.cnrs.fr/";"2022-08-04 14:46:30"
"19196";"Centre national de la danse";"Centre national de la danse";"978-2-914124";"Frankrike";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://www.cnd.fr/";"2022-08-04 14:46:30"
"20597";"Centro de Estudios Andaluces";"Centro de Estudios Andaluces";"";"Spania";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"http://www.centrodeestudiosandaluces.es/";"2022-08-04 14:46:30"
"22053";"Centro de Estudios Politicos y Constitucionales";"Centro de Estudios Politicos y Constitucionales";"";"Spania";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"http://www.cepc.gob.es/publicaciones/libros";"2022-08-04 14:46:30"
"19133";"Centro de Investigación y Docencia Económicas A.C.";"Centro de Investigación y Docencia Económicas A.C.";"";"Mexico";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://www.cide.edu/";"2022-08-04 14:46:30"
"23041";"Centro de investigaciones y estudios superiores en antropología social (CIESAS)";"Centro de investigaciones y estudios superiores en antropología social (CIESAS)";"";"Mexico";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"http://www.ciesas.edu.mx/";"2022-08-04 14:46:30"
"22960";"Centro de Publicaciones Académicas (CePA)";"Centro de Publicaciones Académicas (CePA)";"";"Puerto Rico";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"http://www.uprm.edu/ac/cepa/";"2022-08-04 14:46:30"
"28014";"Centro Italiano per gli Studi Storico-Geografici (CISGE)";"Centro Italiano per gli Studi Storico-Geografici (CISGE)";"978-88-940516";"Italia";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"https://www.cisge.it/ojs/index.php/Volumi/issue/view/100";"2022-02-18 09:55:23"
"23319";"Centrum Europejskie Uniwersytetu Warszawskiego";"Centrum Europejskie Uniwersytetu Warszawskiego";"";"Polen";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"http://www.ce.uw.edu.pl/en/";"2022-08-04 14:46:30"
"14258";"Centrum för multietnisk forskning";"Centrum för multietnisk forskning";"";"Sverige";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"2022-08-04 14:46:30"
"24970";"Centrum för vetenskapshistoria";"Centrum för vetenskapshistoria";"";"Sverige";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"http://www.center.kva.se/";"2022-08-04 14:46:30"
"18793";"Ceskoslovenské akademie Véd.";"Ceskoslovenské akademie Véd.";"";"Tsjekkia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"26615";"Editura Cetatea de Scaun";"Cetatea de Scaun Publishing House";"978-606-537";"Romania";"";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"http://www.cetateadescaun.ro/en";"2022-08-04 14:46:30"
"24213";"CGL Centre of Garden Art and Landscape Architecture";"CGL Centre of Garden Art and Landscape Architecture";"978-3-95478";"Tyskland";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"http://www.cgl.uni-hannover.de";"2022-08-04 14:46:30"
"25159";"Ch. Links Verlag";"Ch. Links Verlag";"978-3-86153";"Tyskland";"";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"http://www.christoph-links-verlag.de/index.cfm?view=3&titel_nr=890";"2022-08-04 14:46:30"
"18814";"Chadwyck-Healey";"Chadwyck-Healey";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"22399";"Chandos Publishing";"Chandos Publishing";"978-1-84334";"Storbritannia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"";"";"";"";"http://www.chandospublishing.com";"2022-08-04 14:46:30"
"18129";"Channel View Publications";"Channel View Publications";"978-1-84541";"Storbritannia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"http://www.cauthe.com.au/channel.htm";"2022-08-04 14:37:49"
"17138";"Charles C. Thomas Publisher Ltd.";"Charles C. Thomas Publisher Ltd.";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"http://www.ccthomas.com/";"2022-08-04 14:46:30"
"13111";"Charles Scribner's Sons";"Charles Scribner's Sons";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"2022-08-04 14:46:30"
"18130";"Chatto & Windus";"Chatto & Windus";"978-0-7011";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"22621";"Chelsea House";"Chelsea House";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"2022-08-04 14:46:30"
"13379";"Chicago Linguistic Society";"Chicago Linguistic Society";"";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"http://humanities.uchicago.edu";"2022-08-04 14:46:30"
"26713";"China Alliance Press";"China Alliance Press";"978-988";"Kina";"";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.cap.org.hk";"2022-08-04 14:46:30"
"25291";"China Environmental Sciences Press";"China Environmental Sciences Press";"";"Kina";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"http://english.sepa.gov.cn/About_SEPA/Affiliated_Institutions/200707/t20070719_106950.htm";"2022-08-04 14:46:30"
"26629";"China Machine Press";"China Machine Press";"978-7-111";"Kina";"";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"http://www.cmpbook.com/";"2022-08-04 14:46:30"
"22857";"China Publishing House of Electronics Industry";"China Publishing House of Electronics Industry";"";"Kina";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"http://www.phei.com.cn";"2022-08-04 14:46:30"
"18131";"Chinese University Press";"Chinese University Press";"978-962-201";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"18132";"Christian Ejlers´s Forlag";"Christian Ejlers´s Forlag";"978-87-7241";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"26904";"Christoph Merian Verlag";"Christoph Merian Verlag";"978-3-85616";"Tyskland";"";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"https://www.merianverlag.ch/en/home.html";"2022-08-04 14:46:30"
"24658";"Chronos Verlag";"Chronos Verlag";"";"Sveits";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"http://www.chronos-verlag.ch/php/infos-new.php";"2022-08-04 14:46:30"
"26559";"CIB: International Council for Research and Innovation in Building and Construction";"CIB: International Council for Research and Innovation in Building and Construction";"978-90-6363";"Internasjonal";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"http://www.cibworld.nl/site/home/index.html";"2022-08-04 14:46:30"
"28041";"CICERO";"CICERO";"";"Norge";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"https://cicero.oslo.no/";"2022-08-08 14:00:28"
"19007";"CID, Podgorica, Montenegro";"CID, Podgorica, Montenegro";"";"Montenegro";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"2022-08-04 14:46:30"
"26588";"CIDREE: the Consortium of Institutions for Development and Research in Education in Europe";"CIDREE: the Consortium of Institutions for Development and Research in Education in Europe";"978-82-486";"Sveits";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"http://www.cidree.org/publications?PHPSESSID=m2a9dn7ubjtr2b0jsdnsj9s4f2";"2022-08-04 14:46:30"
